facility,location,cases,deaths,address,lon,lat
Regency Care rehabilitation center,"Silver Spring, Md.",90,15,"Regency Care rehabilitation center, Silver Spring, Md.",-77.026088,38.99066570000001
Jasmin Terrace at El Molino assisted living,"Los Angeles, Calif.",89,15,"Jasmin Terrace at El Molino assisted living, Los Angeles, Calif.",-118.2436849,34.0522342
Seabury Retirement Community,"Bloomfield, Conn.",88,15,"Seabury Retirement Community, Bloomfield, Conn.",-72.73009449999999,41.826488
Westgate Hills Rehabilitation and Healthcare Center,"Baltimore, Md.",88,15,"Westgate Hills Rehabilitation and Healthcare Center, Baltimore, Md.",-76.6121893,39.2903848
Imperial Healthcare Center assisted living facility,"La Mirada, Calif.",85,15,"Imperial Healthcare Center assisted living facility, La Mirada, Calif.",-118.0120086,33.9172357
Garden Spring Nursing and Rehabilitation Center,"Willow Grove, Pa.",85,15,"Garden Spring Nursing and Rehabilitation Center, Willow Grove, Pa.",-75.1157286,40.1439985
Broomfield Skilled Nursing and Rehabilitation Center,"Broomfield, Colo.",84,15,"Broomfield Skilled Nursing and Rehabilitation Center, Broomfield, Colo.",-105.0866504,39.9205411
Autumn Hills Health Care Center,"Glendale, Calif.",83,15,"Autumn Hills Health Care Center, Glendale, Calif.",-118.255075,34.1425078
Crestwood Center nursing home,"Milford, N.H.",82,15,"Crestwood Center nursing home, Milford, N.H.",-71.6489836,42.8353619
ManorCare Health Services Rossville nursing home,"Baltimore, Md.",81,15,"ManorCare Health Services Rossville nursing home, Baltimore, Md.",-76.6121893,39.2903848
Twin Oaks Nursing and Convalescent Home,"Laplace, La.",81,15,"Twin Oaks Nursing and Convalescent Home, Laplace, La.",-90.4800848,30.0665907
Willow Creek Rehabilitation and Care Center,"Franklin Township, N.J.",81,15,"Willow Creek Rehabilitation and Care Center, Franklin Township, N.J.",-74.5228916,40.4933734
Country Arch Care Center nursing home,"Pittstown, N.J.",80,15,"Country Arch Care Center nursing home, Pittstown, N.J.",-74.95849539999999,40.5828697
Qualicare Nursing Home,"Detroit, Mich.",80,15,"Qualicare Nursing Home, Detroit, Mich.",-83.0457538,42.331427
New London Rehab and Care nursing home,"Waterford, Conn.",79,15,"New London Rehab and Care nursing home, Waterford, Conn.",-72.164816,41.3542395
Brighton Gardens long-term care,"Middletown, N.J.",78,15,"Brighton Gardens long-term care, Middletown, N.J.",-74.09159819999999,40.3968012
Rinaldi Convalescent Hospital,"Los Angeles, Calif.",77,15,"Rinaldi Convalescent Hospital, Los Angeles, Calif.",-118.2436849,34.0522342
Fairhaven Retirement Community,"Sykesville, Md.",76,15,"Fairhaven Retirement Community, Sykesville, Md.",-76.9677566,39.3737149
Riviera Palms Rehabilitation Center,"Palmetto, Fla.",74,15,"Riviera Palms Rehabilitation Center, Palmetto, Fla.",-82.57231929999999,27.5214269
ManorCare Health Services nursing home,"Mountainside, N.J.",74,15,"ManorCare Health Services nursing home, Mountainside, N.J.",-74.3573722,40.6723242
Elevate Care Northbrook nursing home,"Northbrook, Ill.",74,15,"Elevate Care Northbrook nursing home, Northbrook, Ill.",-87.82895479999999,42.1275267
Sinai Plaza Rehabilitation and Skilled Nursing,"Miami, Fla.",72,15,"Sinai Plaza Rehabilitation and Skilled Nursing, Miami, Fla.",-80.1917902,25.7616798
Barclay's Rehabillitation and Healthcare Center,"Cherry Hill, N.J.",72,15,"Barclay's Rehabillitation and Healthcare Center, Cherry Hill, N.J.",-75.0246312,39.926813
Thibodaux Healthcare Center nursing home,"Thibodaux, La.",72,15,"Thibodaux Healthcare Center nursing home, Thibodaux, La.",-90.82287099999999,29.7957633
Sterling Place Nursing Home,"Baton Rouge, La.",72,15,"Sterling Place Nursing Home, Baton Rouge, La.",-91.18714659999999,30.4514677
PruittHealth nursing home,"Forsyth, Ga.",72,15,"PruittHealth nursing home, Forsyth, Ga.",-83.938242,33.0342974
Southern Ocean Center rehabilitation center,"Manahawkin, N.J.",71,15,"Southern Ocean Center rehabilitation center, Manahawkin, N.J.",-74.2587527,39.695397
Dawson Health and Rehabilitation,"Dawson, Ga.",71,15,"Dawson Health and Rehabilitation, Dawson, Ga.",-84.4465826,31.7735001
GEM Transitional Care Center nursing home,"Pasadena, Calif.",71,15,"GEM Transitional Care Center nursing home, Pasadena, Calif.",-118.1445155,34.1477849
Granada Post Acute skilled nursing and rehabilitation,"Los Angeles , Calif.",71,15,"Granada Post Acute skilled nursing and rehabilitation, Los Angeles , Calif.",-118.2436849,34.0522342
Boulevard Temple Care Center,"Detroit, Mich.",70,15,"Boulevard Temple Care Center, Detroit, Mich.",-83.0457538,42.331427
The Gardens at Monroe Healthcare and Rehabilitation,"Monroe, N.J.",70,15,"The Gardens at Monroe Healthcare and Rehabilitation, Monroe, N.J.",-74.43304739999999,40.336419
Alden Wentworth Rehab & Healthcare Center,"Chicago, Ill.",70,15,"Alden Wentworth Rehab & Healthcare Center, Chicago, Ill.",-87.6297982,41.8781136
Park Place Center nursing home,"Monmouth Junction, N.J.",69,15,"Park Place Center nursing home, Monmouth Junction, N.J.",-74.54654359999999,40.3789957
Autumn Lake Healthcare nursing home,"Chestertown, Md.",68,15,"Autumn Lake Healthcare nursing home, Chestertown, Md.",-76.0690036,39.21886629999999
Generations at Rock Island,"Rock Island, Ill.",68,15,"Generations at Rock Island, Rock Island, Ill.",-90.5787476,41.5094771
Pacifica Senior Living,"Northridge, Calif.",67,15,"Pacifica Senior Living, Northridge, Calif.",-118.530123,34.2381251
St. Agnes Healthcare and Rehabilitation Center,"Breaux Bridge, La.",66,15,"St. Agnes Healthcare and Rehabilitation Center, Breaux Bridge, La.",-91.8992837,30.2735323
Ormond Nursing and Care Center,"Destrehan, La.",65,15,"Ormond Nursing and Care Center, Destrehan, La.",-90.3517469,29.9429828
"Hillhaven Assisted Living, Nursing and Rehabilitation Center","Adelphi, Md.",64,15,"Hillhaven Assisted Living, Nursing and Rehabilitation Center, Adelphi, Md.",-76.97192,39.0031656
Signature HealthCARE at Jackson Manor nursing home,"Annville, Ky.",63,15,"Signature HealthCARE at Jackson Manor nursing home, Annville, Ky.",-83.97048319999999,37.31925469999999
Village Crest Center for Health and Rehabilitation,"New Milford, Conn.",63,15,"Village Crest Center for Health and Rehabilitation, New Milford, Conn.",-73.4085463,41.5770433
Pelham Parkway Nursing Home,"Pelham, Ga.",62,15,"Pelham Parkway Nursing Home, Pelham, Ga.",-84.1518466,31.1276849
Bridgeview Health Care Center nursing home,"Bridgeview, Ill.",62,15,"Bridgeview Health Care Center nursing home, Bridgeview, Ill.",-87.80422159999999,41.7500323
Delmar Gardens of Gwinnett nursing home and retirement community,"Lawrenceville, Ga.",62,15,"Delmar Gardens of Gwinnett nursing home and retirement community, Lawrenceville, Ga.",-83.9879625,33.9562149
Homestead Village retirement community,"Lancaster, Pa.",60,15,"Homestead Village retirement community, Lancaster, Pa.",-76.3055144,40.0378755
West View Nursing Home,"West Warwick, R.I.",60,15,"West View Nursing Home, West Warwick, R.I.",-71.5215024,41.70367110000001
Friendly Nursing Home,"Woonsocket, R.I.",60,15,"Friendly Nursing Home, Woonsocket, R.I.",-71.51478390000001,42.00287609999999
Symphony of Bronzeville nursing home,"Chicago, Ill.",59,15,"Symphony of Bronzeville nursing home, Chicago, Ill.",-87.6297982,41.8781136
Cedar Crest Mountainview Gardens nursing home,"Pompton Plains, N.J.",56,15,"Cedar Crest Mountainview Gardens nursing home, Pompton Plains, N.J.",-74.2958532,40.9681661
NC State Veterans Nursing Home - Salisbury,"Salisbury, N.C.",55,15,"NC State Veterans Nursing Home - Salisbury, Salisbury, N.C.",-80.4742261,35.6709727
OakPointe Senior Care and Rehab Center,"Detroit, Mich.",54,15,"OakPointe Senior Care and Rehab Center, Detroit, Mich.",-83.0457538,42.331427
Edgehill Nursing and Rehabilitation Center,"Glenside, Pa.",53,15,"Edgehill Nursing and Rehabilitation Center, Glenside, Pa.",-75.1527928,40.0999077
Miami Shores Nursing and Rehab Center,"Miami, Fla.",53,15,"Miami Shores Nursing and Rehab Center, Miami, Fla.",-80.1917902,25.7616798
Manor Care Health Services-Homewood,"Homewood, Ill.",52,15,"Manor Care Health Services-Homewood, Homewood, Ill.",-87.6541852,41.5676825
Treyton Oak Towers assisted living,"Louisville, Ky.",52,15,"Treyton Oak Towers assisted living, Louisville, Ky.",-85.7584557,38.2526647
Kutztown Manor senior living,"Kutztown, Pa.",50,15,"Kutztown Manor senior living, Kutztown, Pa.",-75.7774177,40.5173165
Boulevard Terrace Rehabilitation and Nursing Center,"Murfreesboro, Tenn.",50,15,"Boulevard Terrace Rehabilitation and Nursing Center, Murfreesboro, Tenn.",-86.39027,35.8456213
City View Multicare Center nursing home,"Cicero, Ill.",252,14,"City View Multicare Center nursing home, Cicero, Ill.",-87.7539448,41.8455877
Anaheim Healthcare Center,"Anaheim, Calif.",202,14,"Anaheim Healthcare Center, Anaheim, Calif.",-117.9143012,33.8365932
ManorCare Health Services nursing home,"West Reading, Pa.",160,14,"ManorCare Health Services nursing home, West Reading, Pa.",-75.9474322,40.33370379999999
Avocado Post Acute,"El Cajon, Calif.",147,14,"Avocado Post Acute, El Cajon, Calif.",-116.9625269,32.7947731
SKLD Bloomfield Hills rehabillitation facility,"Bloomfield Hills, Mich.",145,14,"SKLD Bloomfield Hills rehabillitation facility, Bloomfield Hills, Mich.",-83.24548829999999,42.583645
Life Care Center nursing home,"Athens, Tenn.",129,14,"Life Care Center nursing home, Athens, Tenn.",-84.5929898,35.4428512
Huntington Valley Healthcare Center nursing home,"Huntington Beach, Calif.",122,14,"Huntington Valley Healthcare Center nursing home, Huntington Beach, Calif.",-117.9988026,33.6594835
Clark Manor assisted living,"Chicago, Ill.",120,14,"Clark Manor assisted living, Chicago, Ill.",-87.6297982,41.8781136
Masonic Village senior care community,"Burlington, N.J.",118,14,"Masonic Village senior care community, Burlington, N.J.",-74.86488729999999,40.071222
Heritage Specialty Care nursing home,"Cedar Rapids, Iowa",115,14,"Heritage Specialty Care nursing home, Cedar Rapids, Iowa",-91.6656232,41.9778795
Meadowview Rehabilitation and Nursing Center,"White Marsh, Pa.",109,14,"Meadowview Rehabilitation and Nursing Center, White Marsh, Pa.",-75.2362381,40.1192546
Roseview Nursing & Rehabilitation Center,"Shreveport, La.",101,14,"Roseview Nursing & Rehabilitation Center, Shreveport, La.",-93.7501789,32.5251516
Durand Senior Care and Rehab Center,"Durand, Mich.",99,14,"Durand Senior Care and Rehab Center, Durand, Mich.",-83.984684,42.91197529999999
Inspire nursing home,D.C.,99,14,"Inspire nursing home, D.C.",-77.0368707,38.9071923
Crofton Care and Rehabilitation Center,"Crofton, Md.",98,14,"Crofton Care and Rehabilitation Center, Crofton, Md.",-76.68746709999999,39.0017772
"Regency Jewish Heritage Post-Acute, Rehab and Nursing Center","Somerset, N.J.",97,14,"Regency Jewish Heritage Post-Acute, Rehab and Nursing Center, Somerset, N.J.",-74.64004320000001,40.5292099
Chalet Living and Rehab,"Chicago, Ill.",96,14,"Chalet Living and Rehab, Chicago, Ill.",-87.6297982,41.8781136
Douglasville Nursing and Rehabilitation Center,"Douglasville, Ga.",94,14,"Douglasville Nursing and Rehabilitation Center, Douglasville, Ga.",-84.7477136,33.7514966
Dinuba Healthcare nursing home,"Dinuba, Calif.",93,14,"Dinuba Healthcare nursing home, Dinuba, Calif.",-119.3870656,36.5432837
Peace Care St. Joseph's nursing home,"Jersey City, N.J.",91,14,"Peace Care St. Joseph's nursing home, Jersey City, N.J.",-74.0431435,40.7177545
Homewood assisted living,"Frederick, Md.",90,14,"Homewood assisted living, Frederick, Md.",-77.4105409,39.41426879999999
Lions Gate assisted living facility,"Voorhees, N.J.",90,14,"Lions Gate assisted living facility, Voorhees, N.J.",-74.961517,39.8519447
Silverado Beverly Place Memory Care Community,"Los Angeles, Calif.",90,14,"Silverado Beverly Place Memory Care Community, Los Angeles, Calif.",-118.2436849,34.0522342
Serenity Rehabilitation and Health Center,D.C.,90,14,"Serenity Rehabilitation and Health Center, D.C.",-77.0368707,38.9071923
AristaCare rehabilitation facility,"Cherry Hill, N.J.",88,14,"AristaCare rehabilitation facility, Cherry Hill, N.J.",-75.0246312,39.926813
Symphony Northwoods skilled nursing,"Belvidere, Ill.",87,14,"Symphony Northwoods skilled nursing, Belvidere, Ill.",-88.84426739999999,42.2639098
Beacon T.L.C. nursing home,"Chicago, Ill.",87,14,"Beacon T.L.C. nursing home, Chicago, Ill.",-87.6297982,41.8781136
High Hope Care Center nursing home,"Sulphur, La.",87,14,"High Hope Care Center nursing home, Sulphur, La.",-93.37737829999999,30.2365943
Laurel Manor Care Center nursing home,"Colorado Springs, Colo.",86,14,"Laurel Manor Care Center nursing home, Colorado Springs, Colo.",-104.8213634,38.8338816
Carlyle Senior Care nursing home,"Kingstree, S.C.",85,14,"Carlyle Senior Care nursing home, Kingstree, S.C.",-79.83062640000001,33.6676643
ManorCare Health Services nursing home,"Chambersburg, Pa.",85,14,"ManorCare Health Services nursing home, Chambersburg, Pa.",-77.6611022,39.9375911
New Community Extended Care Facility,"Newark, N.J.",83,14,"New Community Extended Care Facility, Newark, N.J.",-74.1723667,40.735657
St. Anthony's Skilled Nursing & Rehab,"Metairie, La.",83,14,"St. Anthony's Skilled Nursing & Rehab, Metairie, La.",-90.1528519,29.9840922
Wellington Rehabilitation and Healthcare,"Knightdale, N.C.",81,14,"Wellington Rehabilitation and Healthcare, Knightdale, N.C.",-78.4805563,35.7876515
Virtua Rehabilitation Center Mount Holly,"Mount Holly, N.J.",79,14,"Virtua Rehabilitation Center Mount Holly, Mount Holly, N.J.",-74.78793929999999,39.9931438
Morristown Post Acute Rehabilitation and Nursing Center,"Morristown, N.J.",79,14,"Morristown Post Acute Rehabilitation and Nursing Center, Morristown, N.J.",-74.4815438,40.79676670000001
Pelican Health Henderson nursing home,"Henderson, N.C.",77,14,"Pelican Health Henderson nursing home, Henderson, N.C.",-78.39920099999999,36.3294305
ManorCare Nursing & Rehabilitation Center,"Naples, Fla.",77,14,"ManorCare Nursing & Rehabilitation Center, Naples, Fla.",-81.7948103,26.1420358
ManorCare Health Services nursing home,"Denver, Colo.",77,14,"ManorCare Health Services nursing home, Denver, Colo.",-104.990251,39.7392358
Adelphi Nursing and Rehabilitation Center,"Adelphi, Md.",76,14,"Adelphi Nursing and Rehabilitation Center, Adelphi, Md.",-76.97192,39.0031656
Warren Barr North Shore Post Acute Care,"Highland Park, Ill.",75,14,"Warren Barr North Shore Post Acute Care, Highland Park, Ill.",-87.8003437,42.1816918
PruittHealth nursing home,"Sylvester, Ga.",75,14,"PruittHealth nursing home, Sylvester, Ga.",-83.8354542,31.5307349
Sierra Rehabilitation and Care Community,"Lakewood, Colo.",74,14,"Sierra Rehabilitation and Care Community, Lakewood, Colo.",-105.0813734,39.7047095
Ascension Oaks Nursing & Rehabilitation Center,"Gonzales, La.",72,14,"Ascension Oaks Nursing & Rehabilitation Center, Gonzales, La.",-90.9200987,30.2385294
Monte Vista Healthcare Center,"Duarte, Calif.",72,14,"Monte Vista Healthcare Center, Duarte, Calif.",-117.9772873,34.1394513
Smith Village senior living and nursing home,"Chicago, Ill.",70,14,"Smith Village senior living and nursing home, Chicago, Ill.",-87.6297982,41.8781136
Lynwood Healthcare Center nursing home,"Lynwood, Calif.",70,14,"Lynwood Healthcare Center nursing home, Lynwood, Calif.",-118.2114603,33.930293
The Gardens at Orangeville,"Orangeville, Pa.",69,14,"The Gardens at Orangeville, Orangeville, Pa.",-76.4143879,41.0781411
Elizabeth City Health and Rehabilitation,"Elizabeth City, N.C.",69,14,"Elizabeth City Health and Rehabilitation, Elizabeth City, N.C.",-76.2510461,36.2946008
Signature Healthcare of Savannah nursing home,"Savannah, Ga.",69,14,"Signature Healthcare of Savannah nursing home, Savannah, Ga.",-81.091203,32.0808989
Citadel of Waterford assisted living,"Chicago, Ill.",68,14,"Citadel of Waterford assisted living, Chicago, Ill.",-87.6297982,41.8781136
Stoney Point Healthcare Center,"Los Angeles, Calif.",68,14,"Stoney Point Healthcare Center, Los Angeles, Calif.",-118.2436849,34.0522342
Affinity Healthcare Center nursing home,"Paramount, Calif.",67,14,"Affinity Healthcare Center nursing home, Paramount, Calif.",-118.1597911,33.8894598
ManorCare Health Services nursing home,"Voorhees, N.J.",66,14,"ManorCare Health Services nursing home, Voorhees, N.J.",-74.961517,39.8519447
Grace Health & Rehab Center,"Slaughter, La.",66,14,"Grace Health & Rehab Center, Slaughter, La.",-91.14149580000002,30.7174063
Piedmont Christian Home assisted and independent living,"High Point, N.C.",66,14,"Piedmont Christian Home assisted and independent living, High Point, N.C.",-80.0053176,35.9556923
Maine Veterans’ Homes,"Scarborough, Maine",63,14,"Maine Veterans’ Homes, Scarborough, Maine",-70.33449209999999,43.5901974
RegalCare rehabilitation facility,"Waterbury, Conn.",61,14,"RegalCare rehabilitation facility, Waterbury, Conn.",-73.0514965,41.5581525
Columbine Manor Care Center nursing home,"Salida, Colo.",59,14,"Columbine Manor Care Center nursing home, Salida, Colo.",-105.9989022,38.5347193
Regency Canyon Lakes rehabilitation and nursing,"Kennewick, Wash.",57,14,"Regency Canyon Lakes rehabilitation and nursing, Kennewick, Wash.",-119.119948,46.2086683
Mattison Crossing assisted living facility,"Freehold, N.J.",57,14,"Mattison Crossing assisted living facility, Freehold, N.J.",-74.3000878,40.2136754
Alexander “Sandy” Nininger Veterans’ Nursing Home,"Pembroke Pines, Fla.",57,14,"Alexander “Sandy” Nininger Veterans’ Nursing Home, Pembroke Pines, Fla.",-80.2962555,26.007765
United Methodist Community at Collingswood assisted living facility,"Collingswood, N.J.",53,14,"United Methodist Community at Collingswood assisted living facility, Collingswood, N.J.",-75.07128399999999,39.9181686
Mid Wilshire Health Care Center skilled nursing,"Los Angeles, Calif.",53,14,"Mid Wilshire Health Care Center skilled nursing, Los Angeles, Calif.",-118.2436849,34.0522342
Riverview South rehabilitation center,"Detroit, Mich.",50,14,"Riverview South rehabilitation center, Detroit, Mich.",-83.0457538,42.331427
Regency a Villa Center,"Taylor, Mich.",205,13,"Regency a Villa Center, Taylor, Mich.",-83.2696509,42.240872
Maclay Healthcare Center nursing home,"Sylmar, Calif.",132,13,"Maclay Healthcare Center nursing home, Sylmar, Calif.",-118.4571974,34.3058279
FutureCare Old Court nursing home,"Randallstown, Md.",124,13,"FutureCare Old Court nursing home, Randallstown, Md.",-76.79525249999999,39.3673278
Ramona Nursing and Rehabilitation Center,"El Monte, Calif.",120,13,"Ramona Nursing and Rehabilitation Center, El Monte, Calif.",-118.0275667,34.0686206
Parkside nursing home,"Snellville, Ga.",117,13,"Parkside nursing home, Snellville, Ga.",-84.0199108,33.857328
FutureCare Sandtown senior care,"Baltimore, Md.",109,13,"FutureCare Sandtown senior care, Baltimore, Md.",-76.6121893,39.2903848
Meadowbrook Health and Rehab,"Tucker, Ga.",108,13,"Meadowbrook Health and Rehab, Tucker, Ga.",-84.2171424,33.8545479
Advanced Center for Nursing and Rehabilitation,"New Haven, Conn.",105,13,"Advanced Center for Nursing and Rehabilitation, New Haven, Conn.",-72.9278835,41.308274
FutureCare Charles Village nursing home,"Baltimore, Md.",104,13,"FutureCare Charles Village nursing home, Baltimore, Md.",-76.6121893,39.2903848
Abigail House for Nursing and Rehabilitation,"Camden, N.J.",102,13,"Abigail House for Nursing and Rehabilitation, Camden, N.J.",-75.1196199,39.9259463
Five Oaks Manor Rehab,"Concord, N.C.",101,13,"Five Oaks Manor Rehab, Concord, N.C.",-80.579511,35.4087517
Atrium Post Acute Care,"Matawan, N.J.",99,13,"Atrium Post Acute Care, Matawan, N.J.",-74.2295891,40.41482999999999
Signature HealthCARE nursing home,"Marietta, Ga.",98,13,"Signature HealthCARE nursing home, Marietta, Ga.",-84.5499327,33.95260200000001
Crowne Health Care nursing home,"Mobile, Ala.",98,13,"Crowne Health Care nursing home, Mobile, Ala.",-88.0398912,30.6953657
Rose Garden Nursing and Rehabilitation Center,"Toms River, N.J.",98,13,"Rose Garden Nursing and Rehabilitation Center, Toms River, N.J.",-74.1979458,39.9537358
Alaris Health at St. Mary's rehabilitation facility,"Orange, N.J.",97,13,"Alaris Health at St. Mary's rehabilitation facility, Orange, N.J.",-74.2326478,40.7706187
Greer Rehabilitation and Healthcare Center,"Greer, S.C.",96,13,"Greer Rehabilitation and Healthcare Center, Greer, S.C.",-82.2270568,34.9387279
Crossview Care Center nursing home,"Pineview, Ga.",95,13,"Crossview Care Center nursing home, Pineview, Ga.",-83.501003,32.1101702
Grace Heights Health & Rehab Center,"Morganton, N.C.",90,13,"Grace Heights Health & Rehab Center, Morganton, N.C.",-81.6848188,35.7454071
Sandy Springs Health and Rehabilitation Center,"Atlanta, Ga.",90,13,"Sandy Springs Health and Rehabilitation Center, Atlanta, Ga.",-84.3879824,33.7489954
Wingate nursing home,"Chestnut Hill, Mass.",87,13,"Wingate nursing home, Chestnut Hill, Mass.",-71.1727583,42.3328668
Brother Bonaventure Extended Care and Rehabilitation Center,"Elizabeth, N.J.",87,13,"Brother Bonaventure Extended Care and Rehabilitation Center, Elizabeth, N.J.",-74.2107006,40.6639916
Fairacres Manor nursing home,"Greeley, Colo.",86,13,"Fairacres Manor nursing home, Greeley, Colo.",-104.7091322,40.4233142
Hudson Hills Senior Living,"North Bergen, N.J.",86,13,"Hudson Hills Senior Living, North Bergen, N.J.",-74.012084,40.8042674
North Cape Center long-term care,"North Cape May, N.J.",86,13,"North Cape Center long-term care, North Cape May, N.J.",-74.9579523,38.9820569
New Vista Nursing and Rehabilitation Center,"Sunland, Calif.",85,13,"New Vista Nursing and Rehabilitation Center, Sunland, Calif.",-118.3082747,34.2596475
Alden Terrace rehabilitation center,"McHenry, Ill.",84,13,"Alden Terrace rehabilitation center, McHenry, Ill.",-88.2667534,42.333355
Sheffield Manor Nursing and Rehab Center,"Detroit, Mich.",81,13,"Sheffield Manor Nursing and Rehab Center, Detroit, Mich.",-83.0457538,42.331427
Canton Nursing Center,"Canton, Ga.",81,13,"Canton Nursing Center, Canton, Ga.",-84.4907621,34.2367621
The Sands at South Beach Rehabilitation and Nursing Center,"Miami Beach, Fla.",78,13,"The Sands at South Beach Rehabilitation and Nursing Center, Miami Beach, Fla.",-80.1300455,25.790654
Chateau D'Ville Rehab and Retirement,"Donaldsonville, La.",77,13,"Chateau D'Ville Rehab and Retirement, Donaldsonville, La.",-90.9928773,30.1010323
Fort Myers Rehabilitation and Nursing Center,"Fort Myers, Fla.",75,13,"Fort Myers Rehabilitation and Nursing Center, Fort Myers, Fla.",-81.8723084,26.640628
Providence Healthcare & Rehabilitation Center,"Downers Grove, Ill.",74,13,"Providence Healthcare & Rehabilitation Center, Downers Grove, Ill.",-88.01117459999999,41.8089191
Townsend Park Health and Rehabilitation,"Cartersville, Ga.",74,13,"Townsend Park Health and Rehabilitation, Cartersville, Ga.",-84.7999382,34.1650972
Elevate Care skilled nursing facility,"Waukegan, Ill.",74,13,"Elevate Care skilled nursing facility, Waukegan, Ill.",-87.84479379999999,42.3636331
Natchitoches Nursing and Rehabilitation,"Natchitoches, La.",74,13,"Natchitoches Nursing and Rehabilitation, Natchitoches, La.",-93.08627489999999,31.7607195
Catonsville Commons nursing home,"Cantonsville, Md.",72,13,"Catonsville Commons nursing home, Cantonsville, Md.",-76.73191609999999,39.272050900000004
Buckingham Pavilion assisted living,"Chicago, Ill.",72,13,"Buckingham Pavilion assisted living, Chicago, Ill.",-87.6297982,41.8781136
Elevate Care Irving Park skilled nursing,"Chicago, Ill.",70,13,"Elevate Care Irving Park skilled nursing, Chicago, Ill.",-87.6297982,41.8781136
Waterfront Terrace nursing home,"Chicago, Ill.",70,13,"Waterfront Terrace nursing home, Chicago, Ill.",-87.6297982,41.8781136
Quinnipiac Valley Center nursing home,"Wallingford, Conn.",70,13,"Quinnipiac Valley Center nursing home, Wallingford, Conn.",-72.8230736,41.4570108
Job Haines Home assisted living,"Bloomfield, N.J.",68,13,"Job Haines Home assisted living, Bloomfield, N.J.",-74.1854209,40.8067546
Presence Villa Franciscan nursing home,"Joliet, Ill.",68,13,"Presence Villa Franciscan nursing home, Joliet, Ill.",-88.0817251,41.525031
The Rehabilitation Center of Santa Monica,"Santa Monica, Calif.",68,13,"The Rehabilitation Center of Santa Monica, Santa Monica, Calif.",-118.4911912,34.0194543
The Cliffs At Eagle Rock assisted living facility,"West Orange, N.J.",67,13,"The Cliffs At Eagle Rock assisted living facility, West Orange, N.J.",-74.23908279999999,40.7985699
Broadmoor Medical Lodge nursing home,"Rockwall, Texas",66,13,"Broadmoor Medical Lodge nursing home, Rockwall, Texas",-96.4597089,32.93123360000001
Hartford Nursing & Rehab Center,"Detroit, Mich.",62,13,"Hartford Nursing & Rehab Center, Detroit, Mich.",-83.0457538,42.331427
House of The Good Shepherd assisted living facility,"Hackettstown, N.J.",62,13,"House of The Good Shepherd assisted living facility, Hackettstown, N.J.",-74.8290555,40.8539879
Spring Hills Assisted Living Facility Somerset,"Franklin, N.J.",61,13,"Spring Hills Assisted Living Facility Somerset, Franklin, N.J.",-74.5804378,41.12204089999999
Chateau Nursing and Rehabilitation Center,"Willowbrook, Ill.",58,13,"Chateau Nursing and Rehabilitation Center, Willowbrook, Ill.",-87.9358931,41.7697533
Apple Rehab nursing home,"West Haven, Conn.",58,13,"Apple Rehab nursing home, West Haven, Conn.",-72.9469711,41.2705484
Ocean Pointe Healthcare Center nursing home,"Los Angeles, Calif.",58,13,"Ocean Pointe Healthcare Center nursing home, Los Angeles, Calif.",-118.2436849,34.0522342
Frederick Health and Rehabilitation Center,"Frederick, Md.",57,13,"Frederick Health and Rehabilitation Center, Frederick, Md.",-77.4105409,39.41426879999999
Teaneck Nursing Center,"Teaneck, N.J.",56,13,"Teaneck Nursing Center, Teaneck, N.J.",-74.0116536,40.8932469
Heritage Manor of Mandeville,"Mandeville, La.",54,13,"Heritage Manor of Mandeville, Mandeville, La.",-90.06563109999999,30.35825059999999
Peter Becker Community,"Harleysville, Pa.",52,13,"Peter Becker Community, Harleysville, Pa.",-75.3871206,40.2795476
The Oaks of Houma nursing and rehabilitation,"Houma, La.",52,13,"The Oaks of Houma nursing and rehabilitation, Houma, La.",-90.71953479999999,29.5957696
The Lakes at Maumelle Health and Rehab,"Maumelle, Ark.",52,13,"The Lakes at Maumelle Health and Rehab, Maumelle, Ark.",-92.4043219,34.8667565
Hackensack Meridian Health Prospect Heights Care Center,"Hackensack, N.J.",162,12,"Hackensack Meridian Health Prospect Heights Care Center, Hackensack, N.J.",-74.0434736,40.8859325
Aspen Hills Healthcare Center,"Pemberton, N.J.",156,12,"Aspen Hills Healthcare Center, Pemberton, N.J.",-74.6829363,39.97205779999999
Community Care and Rehabilitation Center,"Riverside, Calif.",154,12,"Community Care and Rehabilitation Center, Riverside, Calif.",-117.3754942,33.9806005
Canyon Springs Post-Acute Care nursing home,"San Jose, Calif.",120,12,"Canyon Springs Post-Acute Care nursing home, San Jose, Calif.",-121.8863286,37.3382082
Forest Hill Health and Rehabilitation Center,"Forest Hill, Md.",119,12,"Forest Hill Health and Rehabilitation Center, Forest Hill, Md.",-76.3877289,39.5850754
Forest Haven Nursing and Rehabilitation Center,"Catonsville, Md.",119,12,"Forest Haven Nursing and Rehabilitation Center, Catonsville, Md.",-76.73191609999999,39.272050900000004
Windermere Health and Rehabilitation Center,"Augusta, Ga.",119,12,"Windermere Health and Rehabilitation Center, Augusta, Ga.",-82.0105148,33.4734978
Fairview Nursing and Rehabilitation Center,"Philadelphia, Pa.",112,12,"Fairview Nursing and Rehabilitation Center, Philadelphia, Pa.",-75.1652215,39.9525839
Roselane Health & Rehabilitation,"Marietta, Ga.",109,12,"Roselane Health & Rehabilitation, Marietta, Ga.",-84.5499327,33.95260200000001
