facility,location,cases,deaths,address,lon,lat
ManorCare Health Services nursing home,"Mountainside, N.J.",73,15,"ManorCare Health Services nursing home, Mountainside, N.J.",-74.3573722,40.6723242
Sinai Plaza Rehabilitation and Skilled Nursing,"Miami, Fla.",72,15,"Sinai Plaza Rehabilitation and Skilled Nursing, Miami, Fla.",-80.1917902,25.7616798
Holly Heights Care Center nursing home,"Denver, Colo.",72,15,"Holly Heights Care Center nursing home, Denver, Colo.",-104.990251,39.7392358
Southern Ocean Center rehabilitation center,"Manahawkin, N.J.",71,15,"Southern Ocean Center rehabilitation center, Manahawkin, N.J.",-74.2587527,39.695397
Barclay's Rehabillitation and Healthcare Center,"Cherry Hill, N.J.",71,15,"Barclay's Rehabillitation and Healthcare Center, Cherry Hill, N.J.",-75.0246312,39.926813
Woodcliff Lake Health and Rehabilitation Center,"Woodcliff Lake, N.J.",71,15,"Woodcliff Lake Health and Rehabilitation Center, Woodcliff Lake, N.J.",-74.06652969999999,41.0234304
Thibodaux Healthcare Center nursing home,"Thibodaux, La.",71,15,"Thibodaux Healthcare Center nursing home, Thibodaux, La.",-90.82287099999999,29.7957633
Boulevard Temple Care Center,"Detroit, Mich.",70,15,"Boulevard Temple Care Center, Detroit, Mich.",-83.0457538,42.331427
Lexington nursing home,"Bloomingdale, Ill.",70,15,"Lexington nursing home, Bloomingdale, Ill.",-88.0809036,41.9575285
The Gardens at Monroe Healthcare and Rehabilitation,"Monroe, N.J.",69,15,"The Gardens at Monroe Healthcare and Rehabilitation, Monroe, N.J.",-74.43304739999999,40.336419
Autumn Lake Healthcare nursing home,"Chestertown, Md.",68,15,"Autumn Lake Healthcare nursing home, Chestertown, Md.",-76.0690036,39.21886629999999
Brookside Healthcare and Rehabilitation Center,"Roslyn, Pa.",67,15,"Brookside Healthcare and Rehabilitation Center, Roslyn, Pa.",-75.1370254,40.1313817
Family of Caring nursing home,"Ridgewood, N.J.",67,15,"Family of Caring nursing home, Ridgewood, N.J.",-74.11653129999999,40.9792645
Park Place Center nursing home,"Monmouth Junction, N.J.",67,15,"Park Place Center nursing home, Monmouth Junction, N.J.",-74.54654359999999,40.3789957
Warren Haven Rehabilitation and Nursing Center,"Oxford, N.J.",67,15,"Warren Haven Rehabilitation and Nursing Center, Oxford, N.J.",-74.999813,40.8132568
Pacifica Senior Living,"Northridge, Calif.",67,15,"Pacifica Senior Living, Northridge, Calif.",-118.530123,34.2381251
Dawson Health and Rehabilitation,"Dawson, Ga.",65,15,"Dawson Health and Rehabilitation, Dawson, Ga.",-84.4465826,31.7735001
"Hillhaven Assisted Living, Nursing and Rehabilitation Center","Adelphi, Md.",64,15,"Hillhaven Assisted Living, Nursing and Rehabilitation Center, Adelphi, Md.",-76.97192,39.0031656
Signature HealthCARE at Jackson Manor nursing home,"Annville, Ky.",63,15,"Signature HealthCARE at Jackson Manor nursing home, Annville, Ky.",-83.97048319999999,37.31925469999999
Granite Farms Estates retirement community,"Media, Pa.",62,15,"Granite Farms Estates retirement community, Media, Pa.",-75.387693,39.9167783
Pelham Parkway Nursing Home,"Pelham, Ga.",61,15,"Pelham Parkway Nursing Home, Pelham, Ga.",-84.1518466,31.1276849
West View Nursing Home,"West Warwick, R.I.",60,15,"West View Nursing Home, West Warwick, R.I.",-71.5215024,41.70367110000001
Friendly Nursing Home,"Woonsocket, R.I.",60,15,"Friendly Nursing Home, Woonsocket, R.I.",-71.51478390000001,42.00287609999999
Symphony of Bronzeville nursing home,"Chicago, Ill.",60,15,"Symphony of Bronzeville nursing home, Chicago, Ill.",-87.6297982,41.8781136
Bethel Health Care Center,"Bethel, Conn.",59,15,"Bethel Health Care Center, Bethel, Conn.",-73.41396209999999,41.3712283
Nottingham Regional Rehab,"Baton Rouge, La.",58,15,"Nottingham Regional Rehab, Baton Rouge, La.",-91.18714659999999,30.4514677
St. Mary Center For Rehab and Healthcare,"Lansdale, Pa.",56,15,"St. Mary Center For Rehab and Healthcare, Lansdale, Pa.",-75.2837862,40.2414952
Cedar Crest Mountainview Gardens nursing home,"Pompton Plains, N.J.",53,15,"Cedar Crest Mountainview Gardens nursing home, Pompton Plains, N.J.",-74.2958532,40.9681661
Miami Shores Nursing and Rehab Center,"Miami, Fla.",53,15,"Miami Shores Nursing and Rehab Center, Miami, Fla.",-80.1917902,25.7616798
OakPointe Senior Care and Rehab Center,"Detroit, Mich.",53,15,"OakPointe Senior Care and Rehab Center, Detroit, Mich.",-83.0457538,42.331427
Treyton Oak Towers assisted living,"Louisville, Ky.",52,15,"Treyton Oak Towers assisted living, Louisville, Ky.",-85.7584557,38.2526647
Phoebe Wyncote retirement community,"Wyncote, Pa.",51,15,"Phoebe Wyncote retirement community, Wyncote, Pa.",-75.1487863,40.0945549
NC State Veterans Nursing Home - Salisbury,"Salisbury, N.C.",51,15,"NC State Veterans Nursing Home - Salisbury, Salisbury, N.C.",-80.4742261,35.6709727
Crestfield Rehabilitation Center,"Manchester, Conn.",51,15,"Crestfield Rehabilitation Center, Manchester, Conn.",-72.52150089999999,41.7759301
Kutztown Manor senior living,"Kutztown, Pa.",50,15,"Kutztown Manor senior living, Kutztown, Pa.",-75.7774177,40.5173165
Boulevard Terrace Rehabilitation and Nursing Center,"Murfreesboro, Tenn.",50,15,"Boulevard Terrace Rehabilitation and Nursing Center, Murfreesboro, Tenn.",-86.39027,35.8456213
Manor Care Health Services-Homewood,"Homewood, Ill.",50,15,"Manor Care Health Services-Homewood, Homewood, Ill.",-87.6541852,41.5676825
City View Multicare Center nursing home,"Cicero, Ill.",245,14,"City View Multicare Center nursing home, Cicero, Ill.",-87.7539448,41.8455877
ManorCare Health Services nursing home,"West Reading, Pa.",160,14,"ManorCare Health Services nursing home, West Reading, Pa.",-75.9474322,40.33370379999999
Hillsborough County nursing home,"Goffstown, N.H.",155,14,"Hillsborough County nursing home, Goffstown, N.H.",-71.6002223,43.0204052
SKLD Bloomfield Hills rehabillitation facility,"Bloomfield Hills, Mich.",145,14,"SKLD Bloomfield Hills rehabillitation facility, Bloomfield Hills, Mich.",-83.24548829999999,42.583645
Millbrae Skilled Care,"San Mateo, Calif.",131,14,"Millbrae Skilled Care, San Mateo, Calif.",-122.3255254,37.5629917
Life Care Center nursing home,"Athens, Tenn.",129,14,"Life Care Center nursing home, Athens, Tenn.",-84.5929898,35.4428512
Roselane Health & Rehabilitation,"Marietta, Ga.",125,14,"Roselane Health & Rehabilitation, Marietta, Ga.",-84.5499327,33.95260200000001
The Palace Rehabilitation and Care Center,"Maple Shade, N.J.",123,14,"The Palace Rehabilitation and Care Center, Maple Shade, N.J.",-74.9923915,39.9526127
Masonic Village senior care community,"Burlington, N.J.",118,14,"Masonic Village senior care community, Burlington, N.J.",-74.86488729999999,40.071222
Forestview Rehabilitation & Nursing Center,"Itasca, Ill.",116,14,"Forestview Rehabilitation & Nursing Center, Itasca, Ill.",-88.0072909,41.9750287
Heritage Specialty Care nursing home,"Cedar Rapids, Iowa",115,14,"Heritage Specialty Care nursing home, Cedar Rapids, Iowa",-91.6656232,41.9778795
California Healthcare and Rehabilitation Center,"Van Nuys, Calif.",106,14,"California Healthcare and Rehabilitation Center, Van Nuys, Calif.",-118.451357,34.1898566
Riverwalk Post-Acute nursing home,"Riverside, Calif.",104,14,"Riverwalk Post-Acute nursing home, Riverside, Calif.",-117.3754942,33.9806005
Meadowview Rehabilitation and Nursing Center,"White Marsh, Pa.",103,14,"Meadowview Rehabilitation and Nursing Center, White Marsh, Pa.",-75.2362381,40.1192546
Durand Senior Care and Rehab Center,"Durand, Mich.",99,14,"Durand Senior Care and Rehab Center, Durand, Mich.",-83.984684,42.91197529999999
"Regency Jewish Heritage Post-Acute, Rehab and Nursing Center","Somerset, N.J.",97,14,"Regency Jewish Heritage Post-Acute, Rehab and Nursing Center, Somerset, N.J.",-74.48848679999999,40.497604
Homewood assisted living,"Frederick, Md.",90,14,"Homewood assisted living, Frederick, Md.",-77.4105409,39.41426879999999
Lions Gate assisted living facility,"Voorhees, N.J.",88,14,"Lions Gate assisted living facility, Voorhees, N.J.",-74.961517,39.8519447
AristaCare rehabilitation facility,"Cherry Hill, N.J.",88,14,"AristaCare rehabilitation facility, Cherry Hill, N.J.",-75.0246312,39.926813
Brookdale Senior Living assisted living facility,"West Orange, N.J.",88,14,"Brookdale Senior Living assisted living facility, West Orange, N.J.",-74.23908279999999,40.7985699
Peace Care St. Joseph's nursing home,"Jersey City, N.J.",87,14,"Peace Care St. Joseph's nursing home, Jersey City, N.J.",-74.0431435,40.7177545
Carlyle Senior Care,"Kingstree, S.C.",85,14,"Carlyle Senior Care, Kingstree, S.C.",-79.83062640000001,33.6676643
Beacon T.L.C. nursing home,"Chicago, Ill.",85,14,"Beacon T.L.C. nursing home, Chicago, Ill.",-87.6297982,41.8781136
ManorCare Health Services nursing home,"Chambersburg, Pa.",85,14,"ManorCare Health Services nursing home, Chambersburg, Pa.",-77.6611022,39.9375911
High Hope Care Center nursing home,"Sulphur, La.",85,14,"High Hope Care Center nursing home, Sulphur, La.",-93.37737829999999,30.2365943
Brookdale Senior Living,"West Orange, N.J.",83,14,"Brookdale Senior Living, West Orange, N.J.",-74.23908279999999,40.7985699
New Community Extended Care Facility,"Newark, N.J.",83,14,"New Community Extended Care Facility, Newark, N.J.",-74.1723667,40.735657
Crofton Care and Rehabilitation Center,"Crofton, Md.",83,14,"Crofton Care and Rehabilitation Center, Crofton, Md.",-76.68746709999999,39.0017772
St. Anthony's Skilled Nursing & Rehab,"Metairie, La.",82,14,"St. Anthony's Skilled Nursing & Rehab, Metairie, La.",-90.1528519,29.9840922
Wellington Rehabilitation and Healthcare,"Knightdale, N.C.",81,14,"Wellington Rehabilitation and Healthcare, Knightdale, N.C.",-78.4805563,35.7876515
Morristown Post Acute Rehabilitation and Nursing Center,"Morristown, N.J.",79,14,"Morristown Post Acute Rehabilitation and Nursing Center, Morristown, N.J.",-74.4815438,40.79676670000001
Crestwood Center nursing home,"Milford, N.H.",79,14,"Crestwood Center nursing home, Milford, N.H.",-71.6489836,42.8353619
Pelican Health Henderson nursing home,"Henderson, N.C.",77,14,"Pelican Health Henderson nursing home, Henderson, N.C.",-78.39920099999999,36.3294305
ManorCare Nursing & Rehabilitation Center,"Naples, Fla.",77,14,"ManorCare Nursing & Rehabilitation Center, Naples, Fla.",-81.7948103,26.1420358
ManorCare Health Services nursing home,"Denver, Colo.",76,14,"ManorCare Health Services nursing home, Denver, Colo.",-104.990251,39.7392358
Adelphi Nursing and Rehabilitation Center,"Adelphi, Md.",76,14,"Adelphi Nursing and Rehabilitation Center, Adelphi, Md.",-76.97192,39.0031656
Warren Barr North Shore Post Acute Care,"Highland Park, Ill.",75,14,"Warren Barr North Shore Post Acute Care, Highland Park, Ill.",-87.8003437,42.1816918
Sierra Rehabilitation and Care Community,"Lakewood, Colo.",74,14,"Sierra Rehabilitation and Care Community, Lakewood, Colo.",-105.0813734,39.7047095
Oasis Health and Rehabilitation Center,"Lake Worth, Fla.",73,14,"Oasis Health and Rehabilitation Center, Lake Worth, Fla.",-80.0684479,26.6167555
Ascension Oaks Nursing & Rehabilitation Center,"Gonzales, La.",72,14,"Ascension Oaks Nursing & Rehabilitation Center, Gonzales, La.",-90.9200987,30.2385294
Las Colinas Post Acute rehabilitation center,"Ontario, Calif.",71,14,"Las Colinas Post Acute rehabilitation center, Ontario, Calif.",-117.6508876,34.0633443
Smith Village senior living and nursing home,"Chicago, Ill.",70,14,"Smith Village senior living and nursing home, Chicago, Ill.",-87.6297982,41.8781136
GEM Transitional Care Center nursing home,"Pasadena, Calif.",66,14,"GEM Transitional Care Center nursing home, Pasadena, Calif.",-118.1445155,34.1477849
Citadel of Waterford assisted living,"Chicago, Ill.",66,14,"Citadel of Waterford assisted living, Chicago, Ill.",-87.6297982,41.8781136
The Gardens at Orangeville,"Orangeville, Pa.",65,14,"The Gardens at Orangeville, Orangeville, Pa.",-76.4143879,41.0781411
El Rancho Vista Healthcare,"Pico Rivera, Calif.",63,14,"El Rancho Vista Healthcare, Pico Rivera, Calif.",-118.096735,33.9830688
Maine Veterans’ Homes,"Scarborough, Maine",63,14,"Maine Veterans’ Homes, Scarborough, Maine",-70.33449209999999,43.5901974
Village Crest Center for Health and Rehabilitation,"New Milford, Conn.",62,14,"Village Crest Center for Health and Rehabilitation, New Milford, Conn.",-73.4085463,41.5770433
Weatherwood Healthcare & Rehabilitation Center,"Weatherly, Pa.",62,14,"Weatherwood Healthcare & Rehabilitation Center, Weatherly, Pa.",-75.82964,40.9417535
Stoney Point Healthcare Center,"Los Angeles, Calif.",61,14,"Stoney Point Healthcare Center, Los Angeles, Calif.",-118.2436849,34.0522342
RegalCare rehabilitation facility,"Waterbury, Conn.",61,14,"RegalCare rehabilitation facility, Waterbury, Conn.",-73.0514965,41.5581525
Country Meadows of Wyomissing retirement community,"Wyomissing, Pa.",61,14,"Country Meadows of Wyomissing retirement community, Wyomissing, Pa.",-75.9652117,40.32953699999999
The PARC at Joliet rehabillitation center,"Joliet, Ill.",60,14,"The PARC at Joliet rehabillitation center, Joliet, Ill.",-88.0817251,41.525031
Columbine Manor Care Center nursing home,"Salida, Colo.",59,14,"Columbine Manor Care Center nursing home, Salida, Colo.",-105.9989022,38.5347193
Artman Lutheran Home,"Ambler, Pa.",59,14,"Artman Lutheran Home, Ambler, Pa.",-75.22156509999999,40.1545535
St. Agnes Healthcare and Rehabilitation Center,"Breaux Bridge, La.",59,14,"St. Agnes Healthcare and Rehabilitation Center, Breaux Bridge, La.",-91.8992837,30.2735323
Bayside Health and Rehabilitation Center,"Pensacola, Fla.",58,14,"Bayside Health and Rehabilitation Center, Pensacola, Fla.",-87.2169149,30.42130899999999
Regency Canyon Lakes rehabilitation and nursing,"Kennewick, Wash.",57,14,"Regency Canyon Lakes rehabilitation and nursing, Kennewick, Wash.",-119.119948,46.2086683
Mattison Crossing assisted living facility,"Freehold, N.J.",57,14,"Mattison Crossing assisted living facility, Freehold, N.J.",-74.3000878,40.2136754
Ormond Nursing and Care Center,"Destrehan, La.",56,14,"Ormond Nursing and Care Center, Destrehan, La.",-90.3517469,29.9429828
Edgehill Nursing and Rehabilitation Center,"Glenside, Pa.",53,14,"Edgehill Nursing and Rehabilitation Center, Glenside, Pa.",-75.1527928,40.0999077
ManorCare Palos Heights West skilled nursing,"Palos Heights, Ill.",53,14,"ManorCare Palos Heights West skilled nursing, Palos Heights, Ill.",-87.7964416,41.6680885
United Methodist Community at Collingswood assisted living facility,"Collingswood, N.J.",51,14,"United Methodist Community at Collingswood assisted living facility, Collingswood, N.J.",-75.07128399999999,39.9181686
Riverview South rehabilitation center,"Detroit, Mich.",50,14,"Riverview South rehabilitation center, Detroit, Mich.",-83.0457538,42.331427
Avocado Post Acute,"El Cajon, Calif.",138,13,"Avocado Post Acute, El Cajon, Calif.",-116.9625269,32.7947731
Maywood Healthcare & Wellness Centre skilled nursing facility,"Maywood, Calif.",133,13,"Maywood Healthcare & Wellness Centre skilled nursing facility, Maywood, Calif.",-118.185349,33.9866807
FutureCare Old Court nursing home,"Randallstown, Md.",124,13,"FutureCare Old Court nursing home, Randallstown, Md.",-76.79525249999999,39.3673278
Casitas Care Center nursing home,"Granada Hills, Calif.",115,13,"Casitas Care Center nursing home, Granada Hills, Calif.",-118.5021527,34.2793576
Clark Manor assisted living,"Chicago, Ill.",106,13,"Clark Manor assisted living, Chicago, Ill.",-87.6297982,41.8781136
Advanced Center for Nursing and Rehabilitation,"New Haven, Conn.",105,13,"Advanced Center for Nursing and Rehabilitation, New Haven, Conn.",-72.9278835,41.308274
Golden Age Nursing Home,"Greenwood, Miss.",105,13,"Golden Age Nursing Home, Greenwood, Miss.",-90.1795281,33.5162315
FutureCare Charles Village nursing home,"Baltimore, Md.",104,13,"FutureCare Charles Village nursing home, Baltimore, Md.",-76.6121893,39.2903848
Abigail House for Nursing and Rehabilitation,"Camden, N.J.",102,13,"Abigail House for Nursing and Rehabilitation, Camden, N.J.",-75.1196199,39.9259463
Five Oaks Manor Rehab,"Concord, N.C.",101,13,"Five Oaks Manor Rehab, Concord, N.C.",-80.579511,35.4087517
Essex Nursing and Rehabilitation Center,"Louisville, Ky.",101,13,"Essex Nursing and Rehabilitation Center, Louisville, Ky.",-85.7584557,38.2526647
Crowne Health Care nursing home,"Mobile, Ala.",98,13,"Crowne Health Care nursing home, Mobile, Ala.",-88.0398912,30.6953657
Atrium Post Acute Care,"Matawan, N.J.",98,13,"Atrium Post Acute Care, Matawan, N.J.",-74.2295891,40.41482999999999
Inspire nursing home,D.C.,98,13,"Inspire nursing home, D.C.",-77.0368707,38.9071923
Greer Rehabilitation and Healthcare Center,"Greer, S.C.",96,13,"Greer Rehabilitation and Healthcare Center, Greer, S.C.",-82.2270568,34.9387279
Roseview Nursing & Rehabilitation Center,"Shreveport, La.",95,13,"Roseview Nursing & Rehabilitation Center, Shreveport, La.",-93.7501789,32.5251516
Rose Garden Nursing and Rehabilitation Center,"Toms River, N.J.",95,13,"Rose Garden Nursing and Rehabilitation Center, Toms River, N.J.",-74.1979458,39.9537358
Chalet Living and Rehab,"Chicago, Ill.",91,13,"Chalet Living and Rehab, Chicago, Ill.",-87.6297982,41.8781136
Silverado Beverly Place Memory Care Community,"Los Angeles, Calif.",90,13,"Silverado Beverly Place Memory Care Community, Los Angeles, Calif.",-118.2436849,34.0522342
Grace Heights Health & Rehab Center,"Morganton, N.C.",89,13,"Grace Heights Health & Rehab Center, Morganton, N.C.",-81.6848188,35.7454071
Alaris Health at St. Mary's rehabilitation facility,"Orange, N.J.",89,13,"Alaris Health at St. Mary's rehabilitation facility, Orange, N.J.",-74.2326478,40.7706187
Serenity Rehabilitation and Health Center,D.C.,88,13,"Serenity Rehabilitation and Health Center, D.C.",-77.0368707,38.9071923
Wingate nursing home,"Chestnut Hill, Mass.",87,13,"Wingate nursing home, Chestnut Hill, Mass.",-71.1727583,42.3328668
Fairacres Manor nursing home,"Greeley, Colo.",86,13,"Fairacres Manor nursing home, Greeley, Colo.",-104.7091322,40.4233142
Brother Bonaventure Extended Care and Rehabilitation Center,"Elizabeth, N.J.",86,13,"Brother Bonaventure Extended Care and Rehabilitation Center, Elizabeth, N.J.",-74.2107006,40.6639916
Harston Hall nursing home,"Flourtown, Pa.",86,13,"Harston Hall nursing home, Flourtown, Pa.",-75.20411639999999,40.1030433
Sandy Springs Health and Rehabilitation Center,"Atlanta, Ga.",84,13,"Sandy Springs Health and Rehabilitation Center, Atlanta, Ga.",-84.3879824,33.7489954
Garden Spring Nursing and Rehabilitation Center,"Willow Grove, Pa.",81,13,"Garden Spring Nursing and Rehabilitation Center, Willow Grove, Pa.",-75.1157286,40.1439985
Hudson Hills Senior Living,"North Bergen, N.J.",80,13,"Hudson Hills Senior Living, North Bergen, N.J.",-74.012084,40.8042674
Providence Healthcare & Rehabilitation Center,"Downers Grove, Ill.",76,13,"Providence Healthcare & Rehabilitation Center, Downers Grove, Ill.",-88.01117459999999,41.8089191
Sheffield Manor Nursing and Rehab Center,"Detroit, Mich.",76,13,"Sheffield Manor Nursing and Rehab Center, Detroit, Mich.",-83.0457538,42.331427
Chateau D'Ville Rehab and Retirement,"Donaldsonville, La.",76,13,"Chateau D'Ville Rehab and Retirement, Donaldsonville, La.",-90.9928773,30.1010323
The Sands at South Beach Rehabilitation and Nursing Center,"Miami Beach, Fla.",75,13,"The Sands at South Beach Rehabilitation and Nursing Center, Miami Beach, Fla.",-80.1300455,25.790654
Townsend Park Health and Rehabilitation,"Cartersville, Ga.",74,13,"Townsend Park Health and Rehabilitation, Cartersville, Ga.",-84.7999382,34.1650972
Broomfield Skilled Nursing and Rehabilitation Center,"Broomfield, Colo.",74,13,"Broomfield Skilled Nursing and Rehabilitation Center, Broomfield, Colo.",-105.0866504,39.9205411
Catonsville Commons nursing home,"Cantonsville, Md.",72,13,"Catonsville Commons nursing home, Cantonsville, Md.",-76.73191609999999,39.272050900000004
Elizabeth City Health and Rehabilitation,"Elizabeth City, N.C.",71,13,"Elizabeth City Health and Rehabilitation, Elizabeth City, N.C.",-76.2510461,36.2946008
Cross Roads Care Center nursing home,"Woodstock, Ill.",71,13,"Cross Roads Care Center nursing home, Woodstock, Ill.",-88.44870209999999,42.3147436
Granada Post Acute skilled nursing and rehabilitation,"Los Angeles , Calif.",70,13,"Granada Post Acute skilled nursing and rehabilitation, Los Angeles , Calif.",-118.2436849,34.0522342
Lynwood Healthcare Center nursing home,"Lynwood, Calif.",68,13,"Lynwood Healthcare Center nursing home, Lynwood, Calif.",-118.2114603,33.930293
Alden Wentworth Rehab & Healthcare Center,"Chicago, Ill.",67,13,"Alden Wentworth Rehab & Healthcare Center, Chicago, Ill.",-87.6297982,41.8781136
The Cliffs At Eagle Rock assisted living facility,"West Orange, N.J.",66,13,"The Cliffs At Eagle Rock assisted living facility, West Orange, N.J.",-74.23908279999999,40.7985699
Broadmoor Medical Lodge nursing home,"Rockwall, Texas",66,13,"Broadmoor Medical Lodge nursing home, Rockwall, Texas",-96.4597089,32.93123360000001
Waterfront Terrace nursing home,"Chicago, Ill.",66,13,"Waterfront Terrace nursing home, Chicago, Ill.",-87.6297982,41.8781136
Job Haines Home assisted living,"Bloomfield, N.J.",66,13,"Job Haines Home assisted living, Bloomfield, N.J.",-74.1854209,40.8067546
Sterling Place Nursing Home,"Baton Rouge, La.",66,13,"Sterling Place Nursing Home, Baton Rouge, La.",-91.18714659999999,30.4514677
Magnolia Manor rehabilitation and skilled nursing,"Inman, S.C.",65,13,"Magnolia Manor rehabilitation and skilled nursing, Inman, S.C.",-82.0901088,35.0470617
Presence Villa Franciscan nursing home,"Joliet, Ill.",64,13,"Presence Villa Franciscan nursing home, Joliet, Ill.",-88.0817251,41.525031
Spruce Manor Nursing and Rehabilitation,"Reading, Pa.",63,13,"Spruce Manor Nursing and Rehabilitation, Reading, Pa.",-75.9268747,40.3356483
ManorCare Health Services nursing home,"Voorhees, N.J.",63,13,"ManorCare Health Services nursing home, Voorhees, N.J.",-74.961517,39.8519447
Grace Health & Rehab Center,"Slaughter, La.",63,13,"Grace Health & Rehab Center, Slaughter, La.",-91.14149580000002,30.7174063
Glenoaks Convalescent Hospital,"Glendale, Calif.",61,13,"Glenoaks Convalescent Hospital, Glendale, Calif.",-118.255075,34.1425078
Heritage Manor skilled nursing facility,"Franklinton, La.",61,13,"Heritage Manor skilled nursing facility, Franklinton, La.",-90.15314099999999,30.8471283
Willowbrooke Court Skilled Care Center at Lima Estates,"Lima, Pa.",60,13,"Willowbrooke Court Skilled Care Center at Lima Estates, Lima, Pa.",-75.4404746,39.9173332
ManorCare Oak Lawn West skilled nursing,"Oak Lawn, Ill.",59,13,"ManorCare Oak Lawn West skilled nursing, Oak Lawn, Ill.",-87.7479528,41.719978
Chateau Nursing and Rehabilitation Center,"Willowbrook, Ill.",58,13,"Chateau Nursing and Rehabilitation Center, Willowbrook, Ill.",-87.9358931,41.7697533
Teaneck Nursing Center,"Teaneck, N.J.",57,13,"Teaneck Nursing Center, Teaneck, N.J.",-74.0116536,40.8932469
Frederick Health and Rehabilitation Center,"Frederick, Md.",57,13,"Frederick Health and Rehabilitation Center, Frederick, Md.",-77.4105409,39.41426879999999
Montrose Healthcare Center nursing home,"Montrose, Calif.",56,13,"Montrose Healthcare Center nursing home, Montrose, Calif.",-118.224685,34.206551
Apple Rehab nursing home,"West Haven, Conn.",56,13,"Apple Rehab nursing home, West Haven, Conn.",-72.9469711,41.2705484
Heritage Manor of Mandeville,"Mandeville, La.",54,13,"Heritage Manor of Mandeville, Mandeville, La.",-90.06563109999999,30.35825059999999
Spring Hills Assisted Living Facility Somerset,"Franklin, N.J.",54,13,"Spring Hills Assisted Living Facility Somerset, Franklin, N.J.",-74.5804378,41.12204089999999
Regency a Villa Center,"Taylor, Mich.",201,12,"Regency a Villa Center, Taylor, Mich.",-83.2696509,42.240872
Downey Community Health Center,"Downey, Calif.",180,12,"Downey Community Health Center, Downey, Calif.",-118.1331593,33.9401088
Hackensack Meridian Health Prospect Heights Care Center,"Hackensack, N.J.",155,12,"Hackensack Meridian Health Prospect Heights Care Center, Hackensack, N.J.",-74.0434736,40.8859325
Community Care and Rehabilitation Center,"Riverside, Calif.",147,12,"Community Care and Rehabilitation Center, Riverside, Calif.",-117.3754942,33.9806005
Forest Hill Health and Rehabilitation Center,"Forest Hill, Md.",119,12,"Forest Hill Health and Rehabilitation Center, Forest Hill, Md.",-76.3877289,39.5850754
Forest Haven Nursing and Rehabilitation Center,"Catonsville, Md.",119,12,"Forest Haven Nursing and Rehabilitation Center, Catonsville, Md.",-76.73191609999999,39.272050900000004
Maclay Healthcare Center nursing home,"Sylmar, Calif.",115,12,"Maclay Healthcare Center nursing home, Sylmar, Calif.",-118.4571974,34.3058279
Huntington Valley Healthcare Center nursing home,"Huntington Beach, Calif.",111,12,"Huntington Valley Healthcare Center nursing home, Huntington Beach, Calif.",-117.9988026,33.6594835
St. Edna Subacute and Rehab,"Santa Ana, Calif.",109,12,"St. Edna Subacute and Rehab, Santa Ana, Calif.",-117.867653,33.7454725
Canyon Springs Post-Acute Care nursing home,"San Jose, Calif.",107,12,"Canyon Springs Post-Acute Care nursing home, San Jose, Calif.",-121.8863286,37.3382082
Century Villa nursing home,"Inglewood, Calif.",103,12,"Century Villa nursing home, Inglewood, Calif.",-118.3531311,33.9616801
Mountain City Nursing & Rehabilitation Center,"Hazle Township, Pa.",102,12,"Mountain City Nursing & Rehabilitation Center, Hazle Township, Pa.",-76.02758589999999,40.9568399
Midlands Health and Rehabilitation Center,"Columbia, S.C.",101,12,"Midlands Health and Rehabilitation Center, Columbia, S.C.",-81.0348144,34.0007104
The Resort nursing home,"Texas City, Texas",100,12,"The Resort nursing home, Texas City, Texas",-94.9027002,29.383845
Ramona Nursing and Rehabilitation Center,"El Monte, Calif.",98,12,"Ramona Nursing and Rehabilitation Center, El Monte, Calif.",-118.0275667,34.0686206
Appling Nursing and Rehabilitation Pavilion,"Baxley, Ga.",96,12,"Appling Nursing and Rehabilitation Pavilion, Baxley, Ga.",-82.3484618,31.7782514
CareOne at Somerset Valley rehabilitation facility,"Bound Brook, N.J.",96,12,"CareOne at Somerset Valley rehabilitation facility, Bound Brook, N.J.",-74.53848889999999,40.56843629999999
Encore Healthcare & Rehabilitation,"Crowley, La.",94,12,"Encore Healthcare & Rehabilitation, Crowley, La.",-92.3745761,30.2140928
Broadway By the Sea nursing home,"Long Beach, Calif.",92,12,"Broadway By the Sea nursing home, Long Beach, Calif.",-118.1937395,33.7700504
Ridgewood Center nursing home,"Ridgewood, N.J.",88,12,"Ridgewood Center nursing home, Ridgewood, N.J.",-74.11653129999999,40.9792645
Bostick Nursing Center,"Milledgeville, Ga.",87,12,"Bostick Nursing Center, Milledgeville, Ga.",-83.2320991,33.0801429
Montgomery Village Health Care Center,"Montgomery Village, Md.",86,12,"Montgomery Village Health Care Center, Montgomery Village, Md.",-77.20360409999999,39.172728
Westgate Hills Rehabilitation and Healthcare Center,"Baltimore, Md.",86,12,"Westgate Hills Rehabilitation and Healthcare Center, Baltimore, Md.",-76.6121893,39.2903848
New Vista Nursing and Rehabilitation Center,"Sunland, Calif.",84,12,"New Vista Nursing and Rehabilitation Center, Sunland, Calif.",-118.3082747,34.2596475
Ashbrook Care and Rehabilitation Center,"Scotch Plains, N.J.",84,12,"Ashbrook Care and Rehabilitation Center, Scotch Plains, N.J.",-74.369018,40.6400404
North Cape Center long-term care,"North Cape May, N.J.",82,12,"North Cape Center long-term care, North Cape May, N.J.",-74.9579523,38.9820569
St. James Nursing Center,"Detroit, Mich.",82,12,"St. James Nursing Center, Detroit, Mich.",-83.0457538,42.331427
